ride_id,captain_id,customer_id,ride_date,month,year,time,slot,app_opened,ride_booked,app_label,status,vehicle,km,weather,price,platform,captain,login,logout,hrs,rating
100614,2550,7610,16-04-2025,April,2025,04-02-2026 05:39,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,3.32,Normal,73.04,18.26,86.96,01-04-2025 07:20,31-03-2025 13:02,7.48,4.6
100615,2153,8875,23-03-2025,January,2025,04-02-2026 11:56,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,6.19,Normal,92.85,23.21,69.64,01-04-2025 07:20,31-03-2025 13:02,2.23,4.272405272
100616,2249,7010.238166,16-03-2025,March,2025,04-02-2026 05:55,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,6.23,Normal,218.05,54.51,163.54,01-04-2025 07:20,31-03-2025 13:02,4.52,4.2
100617,2437,7536,28-04-2025,April,2025,04-02-2026 11:56,Night,Opened,Not Booked,Opened & Booked,Rider Not Found,Cab,12.49,Normal,437.15,109.29,327.86,01-04-2025 07:20,31-03-2025 13:02,5.02,4.272405272
100618,2117,5894,25-03-2025,March,2025,04-02-2026 09:16,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Cab,0.49,Normal,17.15,4.29,12.86,01-04-2025 07:20,31-03-2025 13:02,9.13,4.272405272
100619,2305,6111,10-03-2025,March,2025,04-02-2026 15:04,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,3.98,Normal,59.7,14.92,44.78,01-04-2025 07:20,31-03-2025 13:02,5.27,3.6
100620,2267,8265,28-02-2025,February,2025,04-02-2026 01:44,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,4.41,Normal,66.15,16.54,49.61,01-04-2025 07:20,31-03-2025 13:02,0.92,3.7
100621,2053,5103,16-04-2025,May,2025,04-02-2026 02:29,Night,Opened,Booked,Opened & Booked,Cancelled by Captain,Cab,7.46,Normal,261.1,28.99,195.82,01-04-2025 07:20,31-03-2025 13:02,3.5,4.272405272
100622,2235,8854,21-04-2025,April,2025,04-02-2026 02:25,Night,Not Opened,Not Booked,Not Opened,Rider Not Found,Auto,7.58,Normal,166.76,41.69,125.07,01-04-2025 07:20,31-03-2025 13:02,7.62,4.272405272
100623,2388,7010.238166,03-03-2025,March,2025,04-02-2026 11:56,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.925,Normal,189,47.25,141.75,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100624,2400,8494,24-05-2025,May,2025,04-02-2026 14:33,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,5.925,Normal,115.79,28.99,173.74,01-04-2025 07:20,31-03-2025 13:02,3,4.7
100625,2302,6914,08-05-2025,May,2025,04-02-2026 04:58,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,2.65,Normal,39.75,9.94,29.81,01-04-2025 07:20,31-03-2025 13:02,2.07,3.8
100626,2206,8269,15-04-2025,April,2025,04-02-2026 19:50,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,3.91,Normal,58.65,14.66,43.99,01-04-2025 07:20,31-03-2025 13:02,6.85,4.272405272
100627,2228,8072,09-03-2025,March,2025,04-02-2026 10:45,Morning,Not Opened,Booked,Not Opened,Rider Not Found,Auto,2.05,Normal,115.79,28.99,33.82,01-04-2025 07:20,31-03-2025 13:02,9.07,4.272405272
100628,2577,6006,15-01-2025,January,2025,04-02-2026 12:02,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Auto,5.56,Normal,122.32,30.58,91.74,01-04-2025 07:20,31-03-2025 13:02,7.62,3.7
100629,2074,5406,04-02-2025,February,2025,04-02-2026 17:51,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,5,Normal,75,18.75,56.25,01-04-2025 07:20,31-03-2025 13:02,7.57,4.5
100630,2434,6401,14-01-2025,January,2025,04-02-2026 10:37,Morning,Not Opened,Not Booked,Not Opened,Confirmed,Bike,8.36,Normal,125.4,31.35,94.05,01-04-2025 07:20,31-03-2025 13:02,3.8,4.272405272
100631,2102,5166,26-06-2025,June,2025,04-02-2026 03:58,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,11.56,Normal,254.32,63.58,86.96,01-04-2025 07:20,31-03-2025 13:02,0.62,4.272405272
100632,2421,5508,12-04-2025,April,2025,04-02-2026 11:56,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,10.47,Normal,230.34,57.58,172.76,01-04-2025 07:20,31-03-2025 13:02,5.93,4.272405272
100633,2305,6661,10-04-2025,April,2025,04-02-2026 07:43,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,2.33,Normal,34.95,8.74,26.21,01-04-2025 07:20,31-03-2025 13:02,0.83,5
100634,2097,7360,07-01-2025,January,2025,04-02-2026 07:32,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.925,Rainy,115.5,28.88,86.62,01-04-2025 07:20,31-03-2025 13:02,9.58,4.272405272
100635,2297.121179,8664,30-01-2025,January,2025,04-02-2026 13:03,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,8.32,Normal,124.8,31.2,93.6,01-04-2025 07:20,31-03-2025 13:02,4.73,4.272405272
100636,2434,7010.238166,18-02-2025,February,2025,04-02-2026 11:56,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,8.01,Normal,120.15,30.04,90.11,01-04-2025 07:20,31-03-2025 13:02,7.7,4.272405272
100637,2446,5762,16-04-2025,May,2025,04-02-2026 06:10,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Cab,12.94,Normal,452.9,113.22,339.68,01-04-2025 07:20,31-03-2025 13:02,8.9,4.272405272
100638,2307,7010.238166,21-04-2025,April,2025,04-02-2026 08:06,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,5.34,Normal,117.48,29.37,88.11,01-04-2025 07:20,31-03-2025 13:02,0.93,4.272405272
100639,2297.121179,7524,28-06-2025,June,2025,04-02-2026 11:56,Evening,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,6.23,Normal,137.06,34.26,86.96,01-04-2025 07:20,31-03-2025 13:02,9.15,4.272405272
100640,2165,7120,13-03-2025,March,2025,04-02-2026 02:44,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,12.72,Normal,279.84,69.96,209.88,01-04-2025 07:20,31-03-2025 13:02,9.32,4.272405272
100641,2297.121179,6164,21-03-2025,January,2025,04-02-2026 19:08,Evening,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,7.26,Normal,108.9,27.22,81.68,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100642,2334,5581,24-03-2025,March,2025,04-02-2026 22:40,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,4.21,Normal,92.62,23.16,69.46,01-04-2025 07:20,31-03-2025 13:02,4.37,4.3
100643,2297.121179,5261,11-02-2025,February,2025,04-02-2026 03:11,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Cab,3.08,Normal,107.8,26.95,86.96,01-04-2025 07:20,31-03-2025 13:02,7.08,4.272405272
100644,2105,6363,16-04-2025,January,2025,04-02-2026 12:09,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,6.63,Rainy,182.32,45.58,136.74,01-04-2025 07:20,31-03-2025 13:02,5.6,4.272405272
100645,2562,6331,22-06-2025,June,2025,04-02-2026 03:33,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,5.925,Rainy,172.5,43.12,129.38,01-04-2025 07:20,31-03-2025 13:02,8.98,4.5
100646,2080,7010.238166,07-01-2025,January,2025,04-02-2026 09:33,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,9.16,Normal,201.52,50.38,151.14,01-04-2025 07:20,31-03-2025 13:02,7.55,4.272405272
100647,2132,6538,16-04-2025,June,2025,04-02-2026 22:31,Night,Opened,Booked,Opened & Booked,Confirmed,Cab,3.38,Normal,118.3,29.58,88.72,01-04-2025 07:20,31-03-2025 13:02,2.98,3.6
100648,2137,8408,10-01-2025,January,2025,04-02-2026 15:56,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,6.31,Normal,94.65,23.66,70.99,01-04-2025 07:20,31-03-2025 13:02,5.27,4.9
100649,2183,7010.238166,03-02-2025,February,2025,04-02-2026 06:20,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,4.65,Normal,115.79,17.44,86.96,01-04-2025 07:20,31-03-2025 13:02,5.27,4
100650,2297.121179,7010.238166,05-02-2025,February,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,5.56,Normal,243.25,60.81,182.44,01-04-2025 07:20,31-03-2025 13:02,1.27,4.9
100651,2329,6099,02-06-2025,June,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Cancelled by Customer,Cab,8.72,Normal,305.2,76.3,228.9,01-04-2025 07:20,31-03-2025 13:02,5.68,4.272405272
100652,2507,7010.238166,06-01-2025,January,2025,04-02-2026 03:58,Night,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.85,Normal,87.75,21.94,65.81,01-04-2025 07:20,31-03-2025 13:02,2.8,4.272405272
100653,2297.121179,5174,01-06-2025,June,2025,04-02-2026 11:39,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,5.925,Rainy,115.79,37.31,111.94,01-04-2025 07:20,31-03-2025 13:02,7.23,4.272405272
100654,2545,7010.238166,26-05-2025,May,2025,04-02-2026 18:25,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,8.05,Rainy,150.94,37.74,113.2,01-04-2025 07:20,31-03-2025 13:02,0.72,4.7
100655,2052,7230,14-05-2025,May,2025,04-02-2026 23:06,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,4.17,Rainy,78.19,19.55,58.64,01-04-2025 07:20,31-03-2025 13:02,9.13,4.272405272
100656,2449,5191,29-01-2025,January,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,9.69,Rainy,423.94,105.98,317.96,01-04-2025 07:20,31-03-2025 13:02,9.67,3.5
100657,2204,5064,06-05-2025,January,2025,04-02-2026 03:21,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,2.71,Normal,40.65,10.16,30.49,01-04-2025 07:20,31-03-2025 13:02,3.57,4.272405272
100658,2125,7010.238166,02-06-2025,June,2025,04-02-2026 15:19,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,2.21,Normal,33.15,8.29,24.86,01-04-2025 07:20,31-03-2025 13:02,2.4,4.2
100659,2042,7010.238166,22-03-2025,March,2025,04-02-2026 00:36,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Cab,4.57,Normal,159.95,39.99,119.96,01-04-2025 07:20,31-03-2025 13:02,2.32,4.272405272
100660,2110,6497,23-06-2025,June,2025,04-02-2026 10:43,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,3.07,Normal,46.05,11.51,34.54,01-04-2025 07:20,31-03-2025 13:02,5.17,4.272405272
100661,2182,8854,01-06-2025,June,2025,04-02-2026 11:56,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,5.925,Normal,172.04,43.01,129.03,01-04-2025 07:20,31-03-2025 13:02,9.53,4
100662,2094,8171,16-03-2025,March,2025,04-02-2026 12:44,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,13.69,Rainy,256.69,64.17,192.52,01-04-2025 07:20,31-03-2025 13:02,1.92,4.3
100663,2373,6567,26-01-2025,January,2025,04-02-2026 11:45,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,9.38,Normal,206.36,51.59,154.77,01-04-2025 07:20,31-03-2025 13:02,2.78,4.5
100664,2519,7911,07-05-2025,May,2025,04-02-2026 19:59,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,3.55,Normal,124.25,31.06,93.19,01-04-2025 07:20,31-03-2025 13:02,8.25,4.3
100665,2359,6151,25-04-2025,April,2025,04-02-2026 09:04,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,3.01,Normal,45.15,11.29,33.86,01-04-2025 07:20,31-03-2025 13:02,1.77,4.5
100666,2280,8523,06-05-2025,May,2025,04-02-2026 20:24,Evening,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,8.93,Normal,196.46,49.12,147.34,01-04-2025 07:20,31-03-2025 13:02,2.77,4.272405272
100667,2194,6937,28-01-2025,January,2025,04-02-2026 08:59,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Cab,2.45,Rainy,107.19,26.8,80.39,01-04-2025 07:20,31-03-2025 13:02,2.1,4.272405272
100668,2194,5368,11-05-2025,May,2025,04-02-2026 16:56,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Cab,3.05,Normal,106.75,26.69,80.06,01-04-2025 07:20,31-03-2025 13:02,9.33,4.9
100669,2092,5850,16-03-2025,March,2025,04-02-2026 06:33,Morning,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,7.11,Normal,106.65,26.66,79.99,01-04-2025 07:20,31-03-2025 13:02,0.63,4.272405272
100670,2060,5042,15-06-2025,June,2025,04-02-2026 13:52,Afternoon,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,4.37,Normal,65.55,16.39,86.96,01-04-2025 07:20,31-03-2025 13:02,1.87,4.272405272
100671,2050,6907,19-03-2025,March,2025,04-02-2026 17:45,Evening,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,6.36,Normal,95.4,23.85,71.55,01-04-2025 07:20,31-03-2025 13:02,1.27,4.272405272
100672,2297.121179,8490,28-06-2025,June,2025,04-02-2026 11:56,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,5.01,Rainy,93.94,23.48,70.46,01-04-2025 07:20,31-03-2025 13:02,9.02,4.272405272
100673,2004,7535,16-04-2025,March,2025,04-02-2026 06:32,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,5.92,Normal,88.8,22.2,66.6,01-04-2025 07:20,31-03-2025 13:02,7.65,4.9
100674,2465,5077,25-06-2025,June,2025,04-02-2026 11:39,Morning,Opened,Booked,Opened & Not Booked,Rider Not Found,Bike,8.62,Normal,161.62,40.4,121.22,01-04-2025 07:20,31-03-2025 13:02,1.98,4.272405272
100675,2297.121179,7873,21-01-2025,January,2025,04-02-2026 07:20,Morning,Opened,Not Booked,Opened & Not Booked,Confirmed,Auto,7.86,Rainy,216.15,28.99,162.11,01-04-2025 07:20,31-03-2025 13:02,9.03,4.272405272
100676,2404,6824,23-02-2025,January,2025,04-02-2026 15:17,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,8.75,Rainy,164.06,41.02,123.04,01-04-2025 07:20,31-03-2025 13:02,7.38,4.272405272
100677,2512,6293,13-04-2025,April,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Cancelled by Customer,Cab,7.92,Normal,277.2,69.3,207.9,01-04-2025 07:20,31-03-2025 13:02,9.03,4.272405272
100678,2232,5673,28-02-2025,January,2025,04-02-2026 09:12,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,8.13,Rainy,223.58,55.9,167.68,01-04-2025 07:20,31-03-2025 13:02,1.77,5
100679,2523,5700,13-03-2025,March,2025,04-02-2026 11:56,Evening,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.99,Normal,89.85,28.99,67.39,01-04-2025 07:20,31-03-2025 13:02,1.83,4.272405272
100680,2345,5758,28-06-2025,June,2025,04-02-2026 18:14,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,1.64,Rainy,115.79,7.69,86.96,01-04-2025 07:20,31-03-2025 13:02,9.72,3.6
100681,2045,6923,20-01-2025,January,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,5.925,Rainy,156.2,39.05,117.15,01-04-2025 07:20,31-03-2025 13:02,3.85,4.7
100682,2545,7775,22-04-2025,April,2025,04-02-2026 11:56,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,6.95,Rainy,130.31,32.58,97.73,01-04-2025 07:20,31-03-2025 13:02,7.93,4
100683,2077,8386,28-02-2025,February,2025,04-02-2026 03:55,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,6.22,Rainy,116.62,29.16,87.46,01-04-2025 07:20,31-03-2025 13:02,2.27,4.9
100684,2072,7972,12-03-2025,March,2025,04-02-2026 21:44,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,7.26,Normal,254.1,63.52,190.58,01-04-2025 07:20,31-03-2025 13:02,5.35,4.3
100685,2248,8922,17-05-2025,May,2025,04-02-2026 16:26,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,12.18,Normal,115.79,45.68,137.02,01-04-2025 07:20,31-03-2025 13:02,5.68,4.1
100686,2046,5901,19-04-2025,April,2025,04-02-2026 11:56,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,5.925,Normal,157.5,39.38,118.12,01-04-2025 07:20,31-03-2025 13:02,9.1,3.6
100687,2120,7936,09-05-2025,May,2025,04-02-2026 20:14,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,4.79,Rainy,209.56,52.39,157.17,01-04-2025 07:20,31-03-2025 13:02,7.58,4.2
100688,2213,5992,06-06-2025,June,2025,04-02-2026 11:56,Evening,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,9.63,Normal,144.45,36.11,108.34,01-04-2025 07:20,31-03-2025 13:02,7.4,4.272405272
100689,2238,6191,25-02-2025,February,2025,04-02-2026 00:59,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,6.37,Normal,140.14,35.03,105.11,01-04-2025 07:20,31-03-2025 13:02,2.73,3.6
100690,2297.121179,7386,04-02-2025,January,2025,04-02-2026 14:52,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,7.36,Normal,115.79,28.99,86.96,01-04-2025 07:20,31-03-2025 13:02,9.13,4.272405272
100691,2349,7240,03-05-2025,May,2025,04-02-2026 03:44,Night,Opened,Booked,Opened & Booked,Confirmed,Cab,4.22,Normal,147.7,36.92,110.78,01-04-2025 07:20,31-03-2025 13:02,6.55,5
100692,2106,6476,11-05-2025,May,2025,04-02-2026 11:39,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,5.925,Rainy,104.5,26.12,78.38,01-04-2025 07:20,31-03-2025 13:02,6.88,4.1
100693,2047,7010.238166,16-04-2025,April,2025,04-02-2026 09:41,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,2.38,Normal,35.7,8.93,26.77,01-04-2025 07:20,31-03-2025 13:02,1.02,3.9
100694,2572,8407,07-01-2025,January,2025,04-02-2026 21:50,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,6.52,Rainy,179.3,44.82,134.48,01-04-2025 07:20,31-03-2025 13:02,9.48,3.6
100695,2336,5389,27-01-2025,January,2025,04-02-2026 16:33,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Auto,3.06,Normal,67.32,16.83,50.49,01-04-2025 07:20,31-03-2025 13:02,8.6,3.8
100696,2025,5999,01-01-2025,January,2025,04-02-2026 02:48,Night,Not Opened,Not Booked,Opened & Booked,Rider Not Found,Bike,5.925,Rainy,50.62,28.99,37.96,01-04-2025 07:20,31-03-2025 13:02,6.57,4.272405272
100697,2256,5524,21-06-2025,June,2025,04-02-2026 18:05,Evening,Not Opened,Not Booked,Not Opened,Confirmed,Cab,7.98,Normal,115.79,69.82,86.96,01-04-2025 07:20,31-03-2025 13:02,4.88,4.272405272
100698,2007,8311,28-03-2025,March,2025,04-02-2026 22:52,Night,Opened,Booked,Not Opened,Rider Not Found,Bike,4.1,Normal,61.5,15.38,46.12,01-04-2025 07:20,31-03-2025 13:02,2.85,4.272405272
100699,2252,6855,10-02-2025,January,2025,04-02-2026 00:13,Night,Opened,Not Booked,Opened & Booked,Rider Not Found,Bike,5.925,Rainy,45,11.25,33.75,01-04-2025 07:20,31-03-2025 13:02,0.98,4.272405272
100700,2302,6506,03-05-2025,May,2025,04-02-2026 02:43,Night,Opened,Booked,Opened & Booked,Rider Not Found,Bike,2.09,Normal,31.35,7.84,23.51,01-04-2025 07:20,31-03-2025 13:02,2.65,4.272405272
100701,2055,5658,16-03-2025,March,2025,04-02-2026 12:36,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Auto,8.74,Normal,192.28,48.07,144.21,01-04-2025 07:20,31-03-2025 13:02,1.65,4.9
100702,2525,7763,11-02-2025,February,2025,04-02-2026 17:31,Evening,Not Opened,Not Booked,Not Opened,Rider Not Found,Auto,5.68,Normal,124.96,31.24,93.72,01-04-2025 07:20,31-03-2025 13:02,2.47,4.272405272
100703,2473,8663,27-04-2025,April,2025,04-02-2026 07:25,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,4.8,Normal,105.6,26.4,79.2,01-04-2025 07:20,31-03-2025 13:02,5.93,4.272405272
100704,2027,5890,10-06-2025,June,2025,04-02-2026 20:31,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,6.51,Normal,143.22,35.8,107.42,01-04-2025 07:20,31-03-2025 13:02,1.65,4.5
100705,2077,8626,27-06-2025,June,2025,04-02-2026 11:55,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,6.23,Normal,137.06,34.26,102.8,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100706,2215,6481,04-03-2025,March,2025,04-02-2026 16:15,Afternoon,Opened,Booked,Opened & Not Booked,Rider Not Found,Bike,5.925,Normal,66.15,16.54,49.61,01-04-2025 07:20,31-03-2025 13:02,2,4.272405272
100707,2385,7010.238166,14-06-2025,January,2025,04-02-2026 13:38,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,5,Normal,115.79,18.75,56.25,01-04-2025 07:20,31-03-2025 13:02,2.48,4.8
100708,2364,8731,07-05-2025,May,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,8.19,Normal,122.85,30.71,92.14,01-04-2025 07:20,31-03-2025 13:02,3.93,4.272405272
100709,2525,8166,25-06-2025,January,2025,04-02-2026 12:21,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,5.925,Normal,115.79,31.76,95.29,01-04-2025 07:20,31-03-2025 13:02,7.25,4.272405272
100710,2311,5451,13-05-2025,January,2025,04-02-2026 07:05,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,3.49,Rainy,65.44,28.99,49.08,01-04-2025 07:20,31-03-2025 13:02,9.6,4.272405272
100711,2006,7475,17-02-2025,January,2025,04-02-2026 18:44,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,9.84,Normal,344.4,86.1,258.3,01-04-2025 07:20,31-03-2025 13:02,2.55,4.5
100712,2002,8222,03-01-2025,January,2025,04-02-2026 10:38,Morning,Opened,Booked,Opened & Booked,Cancelled by Customer,Cab,12.03,Rainy,526.31,131.58,394.73,01-04-2025 07:20,31-03-2025 13:02,2.35,4.272405272
100713,2362,6537,16-04-2025,April,2025,04-02-2026 14:09,Afternoon,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.13,Normal,76.95,28.99,57.71,01-04-2025 07:20,31-03-2025 13:02,3.93,4.272405272
100714,2507,8447,24-06-2025,June,2025,04-02-2026 18:49,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,5.05,Normal,75.75,18.94,56.81,01-04-2025 07:20,31-03-2025 13:02,6.92,4.7
100715,2273,8093,09-04-2025,April,2025,04-02-2026 12:48,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,3.31,Normal,49.65,12.41,37.24,01-04-2025 07:20,31-03-2025 13:02,2.93,4.9
100716,2505,5882,26-04-2025,January,2025,04-02-2026 04:36,Night,Opened,Booked,Opened & Booked,Cancelled by Customer,Auto,3.99,Normal,87.78,21.94,65.84,01-04-2025 07:20,31-03-2025 13:02,2.68,4.272405272
100717,2014,5312,14-01-2025,January,2025,04-02-2026 11:56,Evening,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,6.97,Normal,104.55,26.14,78.41,01-04-2025 07:20,31-03-2025 13:02,2.22,4.272405272
100718,2191,7010.238166,22-04-2025,April,2025,04-02-2026 14:59,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,12.95,Normal,284.9,71.22,213.68,01-04-2025 07:20,31-03-2025 13:02,9.7,4.272405272
100719,2484,7566,02-03-2025,March,2025,04-02-2026 03:07,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,8.19,Rainy,153.56,38.39,115.17,01-04-2025 07:20,31-03-2025 13:02,9.95,4.272405272
100720,2027,8277,08-06-2025,January,2025,04-02-2026 22:20,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,5.925,Normal,110,27.5,82.5,01-04-2025 07:20,31-03-2025 13:02,4.52,4.272405272
100721,2038,5374,16-04-2025,April,2025,04-02-2026 19:21,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,4.73,Rainy,88.69,22.17,66.52,01-04-2025 07:20,31-03-2025 13:02,5.27,3.8
100722,2272,5450,17-01-2025,January,2025,04-02-2026 22:46,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,4.01,Rainy,75.19,18.8,56.39,01-04-2025 07:20,31-03-2025 13:02,2.97,5
100723,2297.121179,8697,04-05-2025,May,2025,04-02-2026 01:44,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,9.18,Normal,137.7,34.42,103.28,01-04-2025 07:20,31-03-2025 13:02,3.3,4.3
100724,2085,8855,24-01-2025,January,2025,04-02-2026 09:05,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,5.27,Normal,79.05,19.76,59.29,01-04-2025 07:20,31-03-2025 13:02,9.77,4.3
100725,2297.121179,8062,26-04-2025,April,2025,04-02-2026 06:19,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,5.925,Normal,257.6,64.4,193.2,01-04-2025 07:20,31-03-2025 13:02,1.88,4.272405272
100726,2125,5594,31-05-2025,May,2025,04-02-2026 01:49,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,5.29,Normal,79.35,19.84,59.51,01-04-2025 07:20,31-03-2025 13:02,9.15,4.272405272
100727,2536,8250,23-03-2025,March,2025,04-02-2026 09:04,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,12.35,Normal,185.25,28.99,138.94,01-04-2025 07:20,31-03-2025 13:02,2.27,4.272405272
100728,2144,6233,19-02-2025,February,2025,04-02-2026 05:53,Morning,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Cab,4.4,Rainy,192.5,48.12,144.38,01-04-2025 07:20,31-03-2025 13:02,4.9,4.272405272
100729,2524,5499,16-04-2025,March,2025,04-02-2026 12:22,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,3.89,Rainy,72.94,28.99,54.7,01-04-2025 07:20,31-03-2025 13:02,1,5
100730,2211,5463,20-03-2025,March,2025,04-02-2026 05:16,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,4.55,Rainy,115.79,21.33,63.98,01-04-2025 07:20,31-03-2025 13:02,9.6,4.1
100731,2024,8911,11-03-2025,March,2025,04-02-2026 21:29,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,7.27,Normal,254.45,63.61,190.84,01-04-2025 07:20,31-03-2025 13:02,4.6,4.9
100732,2579,8195,27-01-2025,January,2025,04-02-2026 11:56,Evening,Opened,Booked,Opened & Booked,Rider Not Found,Auto,10.3,Normal,226.6,56.65,169.95,01-04-2025 07:20,31-03-2025 13:02,9.32,4.272405272
